Country Name,Country Code,LifeExp_1960,LifeExp_1961,LifeExp_1962,LifeExp_1963,LifeExp_1964,LifeExp_1965,LifeExp_1966,LifeExp_1967,LifeExp_1968,LifeExp_1969,LifeExp_1970,LifeExp_1971,LifeExp_1972,LifeExp_1973,LifeExp_1974,LifeExp_1975,LifeExp_1976,LifeExp_1977,LifeExp_1978,LifeExp_1979,LifeExp_1980,LifeExp_1981,LifeExp_1982,LifeExp_1983,LifeExp_1984,LifeExp_1985,LifeExp_1986,LifeExp_1987,LifeExp_1988,LifeExp_1989,LifeExp_1990,LifeExp_1991,LifeExp_1992,LifeExp_1993,LifeExp_1994,LifeExp_1995,LifeExp_1996,LifeExp_1997,LifeExp_1998,LifeExp_1999,LifeExp_2000,LifeExp_2001,LifeExp_2002,LifeExp_2003,LifeExp_2004,LifeExp_2005,LifeExp_2006,LifeExp_2007,LifeExp_2008,LifeExp_2009,LifeExp_2010,LifeExp_2011,LifeExp_2012,LifeExp_2013,LifeExp_2014,LifeExp_2015
Malaysia,MYS,59.4753414634,60.0543902439,60.6166829268,61.160195122,61.6849512195,62.1904878049,62.6763658537,63.1446585366,63.5984634146,64.037804878,64.4632195122,64.8757073171,65.2752195122,65.6627560976,66.037804878,66.4018780488,66.7544634146,67.0960731707,67.427195122,67.7488536585,68.0605365854,68.3642439024,68.6594634146,68.9477073171,69.2279756098,69.5007560976,69.7665609756,70.0253902439,70.2757317073,70.520097561,70.7574878049,70.9888780488,71.2142926829,71.4352195122,71.6506585366,71.8631219512,72.0726097561,72.2791219512,72.4816585366,72.6792195122,72.8677804878,73.0433170732,73.2038292683,73.3492926829,73.4812195122,73.6006097561,73.7114390244,73.8182682927,73.9260731707,74.0384146341,74.1577804878,74.2867560976,74.4233170732,74.5675121951,74.7182926829,74.8751707317
North America,NAC,69.8936037571,70.3680173824,70.232706802,70.0503873907,70.3132050502,70.3667219118,70.3780704719,70.7143822609,70.1762415741,70.6947644224,70.985479605,71.2887408708,71.3247139166,71.5285942306,72.079431015,72.6938424796,72.9534592166,73.3496601737,73.4704838322,73.9082307966,73.752837802,74.1535356677,74.490437455,74.6178629823,74.7358062773,74.7344828279,74.7942257421,74.9607682139,74.968354954,75.221622012,75.4312646802,75.5847222166,75.7875360755,75.6457449563,75.8428975697,75.8558452796,76.2454658154,76.632511341,76.7862188124,76.8095480779,76.8924319641,77.0974743488,77.1976618026,77.3126549124,77.7493524163,77.7644442579,77.9443480453,78.2395409066,78.3009712548,78.6429078764,78.8046115962,78.920519707,79.0230484061,79.0442717334,79.0645113031,79.0830905357
Namibia,NAM,46.8803902439,47.499195122,48.101097561,48.6860731707,49.2571463415,49.8152439024,50.3647804878,50.9087317073,51.4490487805,51.9882926829,52.5271707317,53.065902439,53.6031219512,54.1362926829,54.6647560976,55.1871219512,55.7043902439,56.2146829268,56.7153414634,57.2048536585,57.6829512195,58.1489756098,58.6024634146,59.0388292683,59.4513170732,59.8390487805,60.2045121951,60.5415121951,60.8368780488,61.0725365854,61.2249512195,61.2691219512,61.19,60.9770487805,60.626195122,60.0949756098,59.3363902439,58.3749268293,57.2774634146,56.1393414634,55.1207073171,54.4046829268,54.105097561,54.2789756098,54.9234634146,55.9774390244,57.3248780488,58.780804878,60.1840731707,61.440902439,62.4802926829,63.2771707317,63.8811463415,64.3438780488,64.680195122,64.9154390244
New Caledonia,NCL,58.6390243902,59.0390243902,59.4390243902,59.887804878,60.3365853659,60.7853658537,61.2341463415,61.6829268293,62.1317073171,62.5804878049,63.0292682927,63.4780487805,63.9268292683,64.3756097561,64.8243902439,65.2731707317,65.7219512195,66.1707317073,66.3036585366,66.4365853659,66.5695121951,66.7024390244,66.9195121951,68.587804878,68.0634146341,68.7658536585,69.0634146341,69.4268292683,69.4536585366,69.0853658537,70.4853658537,70.3585365854,71.6146341463,71.656097561,70.6731707317,72.0097560976,71.9975609756,71.7390243902,74.3756097561,73.8756097561,75.1634146341,74.8317073171,75.1024390244,75.2707317073,75.5146341463,75.1682926829,76.4609756098,75.9463414634,76.456097561,76.9658536585,77.4731707317,76.7268292683,77.1219512195,77.3219512195,77.5731707317,77.7731707317
Niger,NER,35.5150487805,35.5942682927,35.6654634146,35.7296341463,35.787804878,35.8434878049,35.8996585366,35.9643414634,36.044,36.1431707317,36.2663170732,36.4129268293,36.583,36.7800487805,37.0076097561,37.2772439024,37.6010243902,37.9834878049,38.4181463415,38.8979512195,39.4038292683,39.913195122,40.4064146341,40.8719512195,41.3082682927,41.7193902439,42.1183414634,42.526195122,42.9620731707,43.4345365854,43.951195122,44.5166097561,45.1238292683,45.7653170732,46.4360487805,47.129,47.8395853659,48.5592195122,49.2802926829,49.9972195122,50.6979512195,51.3720243902,52.0213902439,52.6545609756,53.2824390244,53.9368536585,54.6545609756,55.4550243902,56.3372926829,57.2850243902,58.259,59.2045609756,60.0725365854,60.8281463415,61.4584878049,61.9690243902
Nigeria,NGA,37.1829512195,37.6382682927,38.0790731707,38.4998536585,38.8991219512,39.2808780488,39.6511219512,40.0188536585,40.3935853659,40.7792926829,41.1810243902,41.6022439024,42.0384634146,42.4861707317,42.9398780488,43.3975853659,43.8592682927,44.3169268293,44.7600731707,45.177195122,45.547804878,45.8524146341,46.0835121951,46.2396097561,46.3242195122,46.3452926829,46.3182682927,46.2636585366,46.203,46.1498292683,46.1102682927,46.0869512195,46.0749512195,46.0728292683,46.0855609756,46.1140731707,46.1597804878,46.2245121951,46.3156585366,46.4426829268,46.624,46.8811707317,47.2197317073,47.6377317073,48.1256585366,48.6664878049,49.2361463415,49.8081463415,50.3574390244,50.8685609756,51.3295121951,51.737804878,52.105,52.4421463415,52.7542682927,53.0488780488
Nicaragua,NIC,46.9988292683,47.6456585366,48.2958780488,48.9505121951,49.6080731707,50.2706341463,50.9412926829,51.6195365854,52.3008536585,52.9781219512,53.6436585366,54.2867317073,54.8991707317,55.4759268293,56.0134878049,56.5089268293,56.9578536585,57.37,57.7571463415,58.1284634146,58.497097561,58.8731219512,59.2665609756,59.6894878049,60.1504878049,60.6678292683,61.2551707317,61.9100731707,62.619902439,63.3704878049,64.135,64.884097561,65.5914146341,66.2391463415,66.8216341463,67.3427560976,67.818,68.274097561,68.728804878,69.1902439024,69.6580731707,70.1274146341,70.5858780488,71.025,71.442902439,71.838097561,72.2130243902,72.5716585366,72.9184146341,73.2547804878,73.5817317073,73.9012926829,74.2124634146,74.5147560976,74.8101463415,75.0981219512
Netherlands,NLD,73.3926829268,73.6526829268,73.323902439,73.3370731707,73.7041463415,73.5687804878,73.5129268293,73.8041463415,73.6126829268,73.5395121951,73.5856097561,73.8095121951,73.7270731707,74.143902439,74.5368292683,74.4987804878,74.6470731707,75.2214634146,75.1451219512,75.606097561,75.7431707317,75.9343902439,75.9885365854,76.1641463415,76.2331707317,76.2846341463,76.2704878049,76.7051219512,76.8902439024,76.7341463415,76.8780487805,77.0,77.2170731707,76.9165853659,77.3751219512,77.4046341463,77.4356097561,77.7943902439,77.8829268293,77.8365853659,77.987804878,78.1902439024,78.2926829268,78.4926829268,79.0951219512,79.3463414634,79.6975609756,80.0975609756,80.2512195122,80.5487804878,80.7024390244,81.2048780488,81.1048780488,81.3048780488,81.7073170732,81.7073170732
Norway,NOR,73.5497560976,73.5504878049,73.4480487805,73.0775609756,73.5958536585,73.7231707317,73.9953658537,74.0665853659,73.9419512195,73.6634146341,74.0880487805,74.1792682927,74.3446341463,74.442195122,74.7536585366,74.8175609756,75.0395121951,75.3868292683,75.4185365854,75.413902439,75.6717073171,75.8690243902,76.0109756098,76.0668292683,76.2243902439,75.9168292683,76.2412195122,76.0817073171,76.2204878049,76.5004878049,76.5373170732,76.9807317073,77.1843902439,77.1517073171,77.6897560976,77.7365853659,78.1504878049,78.1426829268,78.3292682927,78.2829268293,78.6341463415,78.7853658537,78.987804878,79.3902439024,79.8414634146,80.0414634146,80.343902439,80.3951219512,80.5926829268,80.7951219512,80.9975609756,81.2951219512,81.4512195122,81.7512195122,82.1,82.1
Nepal,NPL,35.1708292683,35.5333414634,35.9522926829,36.4251707317,36.9464634146,37.5056829268,38.0923658537,38.695,39.3036341463,39.9087804878,40.5044390244,41.0881463415,41.6628780488,42.2361219512,42.8088780488,43.387097561,43.9752926829,44.5783902439,45.2009268293,45.8453902439,46.511804878,47.1982195122,47.9021707317,48.6206829268,49.3542195122,50.1062682927,50.8802926829,51.6782195122,52.5000243902,53.3396829268,54.1947317073,55.0586341463,55.9244878049,56.7852926829,57.633097561,58.4644146341,59.2772926829,60.0716829268,60.8476097561,61.600097561,62.3266341463,63.022195122,63.686804878,64.3204390244,64.9225853659,65.4942926829,66.0360731707,66.5519268293,67.0453658537,67.5183902439,67.9714878049,68.4066341463,68.8233170732,69.222,69.6046829268,69.9733414634
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,71.2365853659,70.9853658537,71.2317073171,71.2804878049,71.3292682927,71.2268292683,71.1243902439,71.4731707317,71.1243902439,71.4731707317,71.2731707317,71.7731707317,71.8292682927,71.6682926829,71.9243902439,72.2195121951,72.4219512195,72.1682926829,73.0195121951,73.0682926829,72.8292682927,73.6219512195,73.7243902439,73.7756097561,74.3707317073,73.8292682927,74.1219512195,74.1780487805,74.4243902439,74.8243902439,75.3780487805,76.0317073171,76.1243902439,76.4341463415,76.8829268293,76.7341463415,76.787804878,77.3341463415,78.0853658537,77.8902439024,78.6365853659,78.6926829268,78.8463414634,79.1463414634,79.5487804878,79.8512195122,80.0487804878,80.1512195122,80.3512195122,80.7024390244,80.7024390244,80.9048780488,81.156097561,81.4073170732,81.4048780488,81.4568292683
OECD members,OED,67.3525479438,67.7492743689,67.7564065504,67.9767282693,68.379330177,68.5056268499,68.7795687033,69.0155439669,68.981845811,69.1824530588,69.5080918895,69.7889825733,70.0833875754,70.2662506146,70.6806769511,71.0300880053,71.3053827318,71.6684852899,71.8465513542,72.1875201725,72.2442597698,72.6133918174,72.952652879,73.0858946029,73.3792582828,73.5215886756,73.7816325816,74.0720103941,74.2175194408,74.486335482,74.6662283423,74.8651229247,75.143953019,75.2659559954,75.5707272337,75.6810484818,76.0579161411,76.3975033654,76.607299142,76.7901902252,77.0724392175,77.379347842,77.5409238299,77.6903474555,78.1095994489,78.238152316,78.5391032429,78.7766685608,78.9381180095,79.2063961724,79.3929922378,79.6361992821,79.758840587,79.9401623387,80.1821314487,80.3248091342
Oman,OMN,42.6670731707,43.4910243902,44.3005121951,45.0955365854,45.8765853659,46.6416829268,47.3843414634,48.1070731707,48.8183414634,49.5281463415,50.2584146341,51.0310731707,51.8596341463,52.7490243902,53.6962926829,54.6929512195,55.7225365854,56.7596585366,57.7823170732,58.7756097561,59.73,60.6420487805,61.517195122,62.3599268293,63.1687317073,63.9401219512,64.6735609756,65.3705609756,66.033097561,66.6641463415,67.2677317073,67.8463414634,68.4054878049,68.9466585366,69.4738536585,69.9885365854,70.4907560976,70.9789756098,71.4516829268,71.9103902439,72.3565853659,72.7902195122,73.2133170732,73.6244146341,74.023,74.4076097561,74.774804878,75.1236097561,75.4525365854,75.762097561,76.052804878,76.3276341463,76.5895609756,76.8410487805,77.085097561,77.324195122
Other small states,OSS,51.3349789147,51.7866802232,52.2261683692,52.6263021237,53.0254540655,53.3951994288,53.7242125772,54.0595819786,54.392578345,54.7251246602,55.0717020551,55.4068427441,55.748335221,56.0550470153,56.3550689517,56.6893506621,57.0682112896,57.46659523,57.9292676654,58.4166899565,58.9085039996,59.3842539463,59.8957454326,60.2844140962,60.6512151504,61.0002219219,61.391271768,61.7645555491,62.0092167185,62.212287035,62.3554561547,62.4859247434,62.5040773088,62.3230055894,62.0508939965,61.8666387362,61.7108108707,61.3858731642,60.9315724325,60.635927162,60.4535144845,60.3499654816,60.4908789819,60.7432407402,61.2054971683,61.8061312265,62.4644330823,63.1838768734,63.8990358036,64.5648157361,65.1112041146,65.5474543164,65.8816797023,66.185451997,66.4152062629,66.6145566872
Pakistan,PAK,45.2904634146,46.2232195122,47.1169756098,47.9707317073,48.785,49.559804878,50.2966829268,50.9961219512,51.6595609756,52.2879756098,52.8792682927,53.4318292683,53.9441219512,54.4201219512,54.861804878,55.2732439024,55.6584878049,56.0221463415,56.3707804878,56.7074634146,57.0372439024,57.3625853659,57.6824878049,57.9979268293,58.3089512195,58.6180731707,58.9243658537,59.2273414634,59.5264878049,59.8212926829,60.1112195122,60.3962195122,60.6762195122,60.9501707317,61.2195365854,61.4852926829,61.7479512195,62.0085609756,62.2676097561,62.5231463415,62.7731707317,63.0137073171,63.2407560976,63.4583414634,63.6674634146,63.8776341463,64.0993902439,64.3387317073,64.5981463415,64.876097561,65.1625609756,65.447,65.7168780488,65.9636829268,66.1833658537,66.3769756098
Panama,PAN,60.8817073171,61.3975121951,61.8963658537,62.3767804878,62.8402195122,63.2901219512,63.7323658537,64.1743902439,64.6236097561,65.082,65.5545853659,66.0443902439,66.5484878049,67.0599756098,67.5739512195,68.0819512195,68.5735365854,69.0427560976,69.483097561,69.8920731707,70.2681707317,70.6133170732,70.9354634146,71.2396341463,71.5293414634,71.8076585366,72.0746829268,72.331,72.5771707317,72.8157317073,73.0462439024,73.2712682927,73.4907317073,73.7055121951,73.9154878049,74.1215121951,74.3254146341,74.5250487805,74.7208292683,74.9136585366,75.1019756098,75.2852926829,75.4626829268,75.6353170732,75.8037560976,75.9716341463,76.141,76.3144634146,76.4935853659,76.6769512195,76.8636341463,77.0516829268,77.2370487805,77.4192195122,77.5951463415,77.7672926829
Peru,PER,47.6915853659,48.2329268293,48.7527804878,49.2486585366,49.7280487805,50.2144390244,50.7367804878,51.3185365854,51.969195122,52.6872682927,53.4537560976,54.2416829268,55.0175853659,55.758,56.4514146341,57.0968292683,57.7047560976,58.2941463415,58.881,59.4703414634,60.0636341463,60.6589268293,61.2497073171,61.8305121951,62.3993658537,62.9548292683,63.4944390244,64.0192195122,64.5321707317,65.0347560976,65.5304390244,66.0236585366,66.5173658537,67.0134878049,67.5125121951,68.0154390244,68.5237560976,69.0325365854,69.536804878,70.030097561,70.5074390244,70.9598780488,71.3838780488,71.7764878049,72.136195122,72.4585121951,72.7434390244,72.9969512195,73.2250243902,73.4361463415,73.639804878,73.8449756098,74.0576585366,74.2838536585,74.5255365854,74.7807317073
Philippines,PHL,57.8119268293,58.1222682927,58.4288536585,58.7326097561,59.0330731707,59.3332682927,59.6362439024,59.9421219512,60.2454634146,60.5403414634,60.8132439024,61.0461707317,61.231097561,61.3689756098,61.4653414634,61.536195122,61.5995853659,61.6775121951,61.79,61.9455853659,62.1547560976,62.4210243902,62.7324146341,63.0733902439,63.4334390244,63.7985609756,64.1537317073,64.4879268293,64.7916341463,65.0593658537,65.2880731707,65.4812682927,65.6484634146,65.7996585366,65.9388536585,66.0705609756,66.1977560976,66.3214634146,66.4421707317,66.561902439,66.6821219512,66.8023902439,66.9216585366,67.0389268293,67.154195122,67.2664878049,67.3747560976,67.4790243902,67.5807804878,67.6810487805,67.7833170732,67.8906585366,68.0070731707,68.1315609756,68.2656341463,68.4067560976
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0692682927,,,,,71.8446341463,,,,,70.4936585366,,,,,69.1292682927,,,,,,,,,,
Papua New Guinea,PNG,38.4622439024,39.0595121951,39.7173902439,40.4378780488,41.2164878049,42.037195122,42.8795609756,43.7174878049,44.530902439,45.3082195122,46.0409268293,46.7274634146,47.3813170732,48.0148292683,48.6373658537,49.2705121951,49.9388536585,50.6492926829,51.3934634146,52.1527073171,52.8837073171,53.5312926829,54.0581219512,54.4456341463,54.7004390244,54.8522682927,54.9490731707,55.0516097561,55.202804878,55.4220243902,55.7093414634,56.0470731707,56.399195122,56.7384634146,57.0559268293,57.3519512195,57.6308536585,57.9062926829,58.1895121951,58.4848780488,58.7992926829,59.1387560976,59.5013902439,59.8797804878,60.265,60.6430731707,60.9955365854,61.3114146341,61.5822439024,61.8080487805,61.9948292683,62.1526341463,62.299902439,62.4491707317,62.6069268293,62.7766829268
Poland,POL,67.6804878049,67.7780487805,67.4268292683,68.3756097561,68.6292682927,69.4292682927,69.8268292683,69.4243902439,70.2195121951,69.7195121951,69.8682926829,69.612195122,70.6658536585,70.6634146341,71.1170731707,70.5609756098,70.656097561,70.4024390244,70.3512195122,70.7512195122,70.0975609756,71.0512195122,71.1024390244,71.0,70.8,70.5487804878,70.8487804878,70.8975609756,71.3317073171,71.043902439,70.8902439024,70.587804878,71.0902439024,71.5951219512,71.6951219512,71.8926829268,72.2463414634,72.6463414634,72.9975609756,73.043902439,73.7487804878,74.2,74.4975609756,74.5975609756,74.8463414634,74.9951219512,75.143902439,75.243902439,75.543902439,75.6951219512,76.2463414634,76.6951219512,76.7463414634,77.0,77.6024390244,78.2048780488
Pre-demographic dividend,PRE,38.8337741881,39.281341187,39.7240458882,40.1616475629,40.595189567,41.0280448756,41.4639258336,41.9056054563,42.3543372779,42.8094245341,43.2705180853,43.7374536639,44.2063003321,44.6726732125,45.1316702242,45.5785888406,46.0091477607,46.4199650892,46.8091182785,47.1748468021,47.515589567,47.8306468688,48.1211194531,48.3866215459,48.6258694395,48.8350032894,49.0108105048,49.1530698619,49.2652893822,49.3543315613,49.4244820059,49.4792470721,49.524783957,49.5684294679,49.6183719564,49.6830824002,49.7726824018,49.8964424666,50.0650251168,50.2891663574,50.5834522736,50.9598782951,51.4147439797,51.9383235429,52.518971168,53.1425200562,53.7935525888,54.4542120911,55.1072361886,55.7382829355,56.3349543446,56.8900160532,57.4068775692,57.8889110508,58.3356821422,58.748667346
Puerto Rico,PRI,68.7196097561,68.9426585366,69.1449268293,69.3549756098,69.5922682927,69.8697317073,70.186195122,70.5245365854,70.8672195122,71.2082439024,71.5437317073,71.8698536585,72.1822682927,72.4780487805,72.7512195122,72.9942439024,73.2005609756,73.369,73.5038536585,73.6100243902,73.7022926829,73.7984878049,73.9085853659,74.0366341463,74.1776341463,74.3086829268,74.4003902439,74.4304634146,74.3935853659,74.2989512195,74.1691707317,74.038804878,73.9463658537,73.9208780488,73.976902439,74.1250731707,74.3624878049,74.6666341463,75.0114146341,75.3811707317,76.6892682927,77.0668292683,77.7604878049,78.0712195122,78.1758536585,78.296097561,78.4163414634,78.4258536585,77.9064634146,78.1532682927,78.4116341463,78.6731707317,78.9254146341,79.1594390244,79.3747317073,79.5723170732
"Korea, Dem. People’s Rep.",PRK,51.0771707317,51.4382439024,51.8253170732,52.3450487805,53.0548780488,53.9669512195,55.0412195122,56.1737073171,57.2771463415,58.3194390244,59.2826341463,60.1647560976,60.985902439,61.7606097561,62.4884390244,63.1648536585,63.7863902439,64.3519756098,64.864097561,65.3272439024,65.7454146341,66.125195122,66.4730243902,66.7974146341,67.1057073171,67.4272439024,67.7993170732,68.218804878,68.6576829268,69.0734878049,69.3443170732,69.3253170732,68.9517073171,68.2302682927,67.2282195122,66.1172926829,65.124195122,64.4419512195,64.1915121951,64.3952682927,64.9825609756,65.8036585366,66.6482926829,67.3547317073,67.8598292683,68.157,68.2927560976,68.376195122,68.4919512195,68.6640487805,68.9000243902,69.187902439,69.494195122,69.7919512195,70.0746829268,70.3379268293
Portugal,PRT,62.8089268293,63.2523658537,63.6941463415,64.1322926829,64.5638536585,64.9894634146,65.4062682927,65.8168292683,66.2216585366,66.6217560976,67.0731707317,66.7707317073,68.3243902439,67.5243902439,68.0195121951,68.3097560976,68.8609756098,70.012195122,70.3170731707,71.1682926829,71.2146341463,71.6146341463,72.4146341463,72.2658536585,72.5146341463,72.8146341463,73.2658536585,73.6658536585,73.7146341463,74.2658536585,73.9658536585,74.0146341463,74.312195122,74.512195122,74.9146341463,75.312195122,75.2609756098,75.412195122,75.712195122,75.9634146341,76.3146341463,76.8146341463,77.0658536585,77.2195121951,77.6707317073,78.0707317073,78.4195121951,78.3219512195,78.5243902439,78.7268292683,79.0268292683,80.4707317073,80.3731707317,80.7219512195,81.1219512195,81.5219512195
