Country Name,Country Code,LifeExp_1960,LifeExp_1961,LifeExp_1962,LifeExp_1963,LifeExp_1964,LifeExp_1965,LifeExp_1966,LifeExp_1967,LifeExp_1968,LifeExp_1969,LifeExp_1970,LifeExp_1971,LifeExp_1972,LifeExp_1973,LifeExp_1974,LifeExp_1975,LifeExp_1976,LifeExp_1977,LifeExp_1978,LifeExp_1979,LifeExp_1980,LifeExp_1981,LifeExp_1982,LifeExp_1983,LifeExp_1984,LifeExp_1985,LifeExp_1986,LifeExp_1987,LifeExp_1988,LifeExp_1989,LifeExp_1990,LifeExp_1991,LifeExp_1992,LifeExp_1993,LifeExp_1994,LifeExp_1995,LifeExp_1996,LifeExp_1997,LifeExp_1998,LifeExp_1999,LifeExp_2000,LifeExp_2001,LifeExp_2002,LifeExp_2003,LifeExp_2004,LifeExp_2005,LifeExp_2006,LifeExp_2007,LifeExp_2008,LifeExp_2009,LifeExp_2010,LifeExp_2011,LifeExp_2012,LifeExp_2013,LifeExp_2014,LifeExp_2015
Ecuador,ECU,53.215,53.8202926829,54.3875365854,54.910195122,55.3872926829,55.8208292683,56.2193414634,56.5998292683,56.9773170732,57.3637560976,57.7701219512,58.2043902439,58.6664878049,59.1554146341,59.672195122,60.2128536585,60.7734634146,61.3465609756,61.925195122,62.506902439,63.092195122,63.6840487805,64.2854390244,64.8963170732,65.512195122,66.1275365854,66.7373170732,67.3340487805,67.9132195122,68.4683414634,68.9953658537,69.4932682927,69.9635853659,70.4088292683,70.8290487805,71.2268292683,71.6047317073,71.9643170732,72.3081463415,72.6352439024,72.9441707317,73.2304390244,73.492,73.727804878,73.9423170732,74.1379756098,74.3202195122,74.4950243902,74.6678292683,74.8446097561,75.029804878,75.2264390244,75.433,75.6485121951,75.8724878049,76.1029268293
"Egypt, Arab Rep.",EGY,48.0137073171,48.5815853659,49.1065121951,49.6019512195,50.0753902439,50.5203902439,50.9204878049,51.2682439024,51.5686829268,51.8417804878,52.1224878049,52.4552439024,52.8699512195,53.3830731707,53.996097561,54.693,55.4418292683,56.2006341463,56.9379756098,57.6413658537,58.3158292683,58.9804390244,59.6571707317,60.358,61.0759512195,61.789,62.4686341463,63.0898292683,63.6405609756,64.120804878,64.5490731707,64.9553414634,65.3696341463,65.8099512195,66.2782926829,66.7606829268,67.232097561,67.6640731707,68.0365853659,68.3451463415,68.5907560976,68.7864390244,68.9526585366,69.1094390244,69.2657804878,69.4296829268,69.603195122,69.7822926829,69.9644634146,70.1501463415,70.3402926829,70.5333170732,70.7291463415,70.9257804878,71.1217073171,71.3169512195
Euro area,EMU,69.2737110125,69.6443651461,69.6028154591,69.7724260271,70.2323403521,70.3186910516,70.5954742326,70.7356602436,70.7859815518,70.7926902501,71.1569715852,71.2648312869,71.6042614339,71.699415106,72.0251900635,72.1685933085,72.4340933454,72.7894131273,73.0104187271,73.3337135418,73.5278963283,73.81103782,74.1542953318,74.2294766394,74.5882810864,74.7578891339,75.0567997924,75.3461102589,75.5305705747,75.7519200741,75.8968783485,76.0234708567,76.3788737136,76.4862346593,76.7946410603,76.9550569795,77.2181091542,77.5812539502,77.7968321882,78.020886925,78.2747801973,78.5969980963,78.6843471641,78.7070601486,79.2785775354,79.426157005,79.8560024779,80.0997492414,80.3027752121,80.5033836156,80.7466219841,81.2326453473,81.2269519072,81.512836865,81.9349067852,82.0702760411
Eritrea,ERI,37.362902439,37.5988780488,37.8515853659,38.1231219512,38.4145365854,38.7269756098,39.0610731707,39.4134390244,39.7786829268,40.1508536585,40.5235121951,40.8912195122,41.2488536585,41.5922926829,41.9169268293,42.2146341463,42.4767317073,42.7081463415,42.9167804878,43.1150487805,43.3199268293,43.5499268293,43.8226341463,44.1501463415,44.5450243902,45.0113170732,45.5505853659,46.1518536585,46.8031463415,47.4980243902,48.2359512195,49.0184878049,49.8400487805,50.6896829268,51.5513414634,52.4046097561,53.2285365854,54.0096097561,54.7393414634,55.4116829268,56.0250243902,56.5827804878,57.1028292683,57.6026829268,58.0928292683,58.5924146341,59.1165609756,59.6694146341,60.2500731707,60.8535121951,61.4661463415,62.0693658537,62.6449756098,63.1778780488,63.6630243902,64.100902439
Spain,ESP,69.1092682927,69.4804878049,69.5190243902,69.6812195122,70.3997560976,70.8092682927,71.0551219512,71.2529268293,71.537804878,71.0575609756,72.0273170732,71.6302439024,72.8180487805,72.6107317073,72.9697560976,73.3187804878,73.6426829268,74.1319512195,74.2956097561,74.8187804878,75.3492682927,75.5285365854,76.1341463415,75.9090243902,76.2953658537,76.2595121951,76.5104878049,76.7280487805,76.7470731707,76.8136585366,76.8375609756,76.9712195122,77.41,77.5465853659,77.9014634146,77.9807317073,78.1204878049,78.6041463415,78.6658536585,78.7170731707,78.9658536585,79.3682926829,79.5682926829,79.6195121951,79.8707317073,80.1707317073,80.8219512195,80.8731707317,81.1756097561,81.4756097561,81.6268292683,82.4756097561,82.4268292683,83.0780487805,83.2292682927,83.3804878049
Estonia,EST,67.9059756098,68.3628536585,68.7420487805,69.0540731707,69.3099268293,69.5171219512,69.6806829268,69.8021219512,69.8829268293,69.9276097561,69.9366097561,69.9053414634,69.8333170732,69.7250731707,69.5911707317,69.4437560976,69.2924390244,69.1513658537,69.032195122,68.946,68.9140731707,68.9780487805,69.1268292683,69.3756097561,69.2780487805,69.3804878049,70.0853658537,70.643902439,70.6975609756,70.0390243902,69.4756097561,69.3731707317,68.8634146341,67.9097560976,66.5,67.543902439,69.612195122,69.8097560976,69.3585365854,70.0634146341,70.4170731707,70.2585365854,70.9048780488,71.3170731707,71.9097560976,72.5682926829,72.6914634146,72.8146341463,73.7707317073,74.8243902439,75.4292682927,76.2292682927,76.3268292683,77.1414634146,77.0341463415,77.1317073171
Ethiopia,ETH,38.4057073171,39.0691463415,39.6986585366,40.277804878,40.7980731707,41.2559756098,41.6559756098,42.0145365854,42.3431463415,42.6472439024,42.9313414634,43.199902439,43.4509268293,43.6794390244,43.8804390244,44.0314634146,44.1040243902,44.0921463415,44.0068536585,43.8731219512,43.7404146341,43.6701707317,43.7078780488,43.882,44.196,44.629902439,45.1436829268,45.6784146341,46.1921219512,46.6663170732,47.0995609756,47.5053658537,47.9132439024,48.3477073171,48.8132926829,49.3055121951,49.8099512195,50.3180487805,50.8302926829,51.3575853659,51.9303414634,52.5869268293,53.3482439024,54.2192195122,55.1898292683,56.2365609756,57.3249268293,58.408,59.4469268293,60.4157804878,61.2961219512,62.0830243902,62.7935365854,63.442195122,64.0350243902,64.5780487805
European Union,EUU,69.279543946,69.5893701196,69.5145683758,69.7593007445,70.2260360199,70.3368955562,70.5673333738,70.6772589869,70.7234562847,70.6788635485,70.9979164709,71.1060427207,71.414134344,71.5343726654,71.8251007418,71.9209675105,72.1255344114,72.4092715035,72.5241696373,72.7682794473,72.8629821234,73.2024430879,73.4641989713,73.5277834061,73.8032922929,73.8774933398,74.1452216322,74.3871558147,74.5748103005,74.7377597688,74.8593098451,74.9679115251,75.287222379,75.3943781106,75.6904486892,75.814920822,76.067310143,76.3609223891,76.5957831876,76.8252369519,77.1586111879,77.4931243049,77.6058448153,77.6934528601,78.1929634494,78.3648154182,78.7389562342,78.9682101361,79.1830496387,79.4411139256,79.7247430078,80.2397631319,80.2510994056,80.5325695578,80.9222456448,81.126429056
Fragile and conflict affected situations,FCS,40.6041261263,41.1178853626,41.65387686,42.2176942528,42.8088633253,43.4210472867,44.0428751864,44.6588243068,45.2563752846,45.8298389364,46.3771185705,46.9020760515,47.4108389821,47.9059192972,48.3843134805,48.8412612199,49.2699757357,49.6696123184,50.0466915939,50.4109789264,50.7751524239,51.2588767217,51.6482549182,52.050644656,52.4606063759,52.8673548877,53.2597554798,53.6289095045,53.9539667951,54.2393798967,54.5820576368,54.780604266,54.9430195341,55.0815673112,55.2059284893,55.3255997985,55.4498791363,55.5861944961,55.7339309122,55.8957904318,56.1123813458,56.3666504766,56.6613945347,56.9932036513,57.356881302,57.745837532,58.153447964,58.5681071877,58.9786180527,59.3754238755,59.753892978,60.1144107668,60.4628895928,60.8015047493,61.1285415176,61.4417629291
Finland,FIN,68.8197560976,68.8441463415,68.577804878,69.0126829268,69.2209756098,68.977804878,69.4770731707,69.6665853659,69.6163414634,69.5034146341,70.1795121951,70.0175609756,70.7073170732,71.2236585366,71.1348780488,71.6736585366,71.8129268293,72.3502439024,72.8970731707,73.1553658537,73.44,73.7465853659,74.2980487805,74.2009756098,74.5190243902,74.2229268293,74.56,74.5919512195,74.5770731707,74.792195122,74.8131707317,75.2275609756,75.4553658537,75.7051219512,76.3956097561,76.4095121951,76.6934146341,76.8785365854,77.0907317073,77.2912195122,77.4658536585,77.9658536585,78.1195121951,78.3682926829,78.7146341463,78.8170731707,79.2146341463,79.2634146341,79.5682926829,79.7195121951,79.8707317073,80.4707317073,80.6268292683,80.9756097561,81.1804878049,81.3853658537
Fiji,FJI,55.9584878049,56.3927317073,56.8174634146,57.2321707317,57.6388536585,58.0360243902,58.426195122,58.8083414634,59.1824878049,59.5486097561,59.9062439024,60.2523902439,60.5880243902,60.9121463415,61.2262195122,61.5321707317,61.8329756098,62.1295853659,62.4239756098,62.7176585366,63.0086341463,63.2964634146,63.5781707317,63.8533414634,64.1199756098,64.379097561,64.6297073171,64.8732926829,65.1113414634,65.3438536585,65.5708536585,65.7933170732,66.0112439024,66.2241463415,66.4335365854,66.638902439,66.8402439024,67.0375609756,67.2308536585,67.4201219512,67.6058536585,67.788,67.967097561,68.1431463415,68.3176829268,68.4917804878,68.6665121951,68.8434146341,69.0220243902,69.2028536585,69.3843658537,69.565,69.7432195122,69.9179268293,70.0891219512,70.2562682927
France,FRA,69.8682926829,70.1170731707,70.3146341463,70.5146341463,70.6634146341,70.812195122,70.9609756098,71.1609756098,71.3097560976,71.4585365854,71.6585365854,71.9073170732,72.1073170732,72.356097561,72.6048780488,72.8536585366,73.1024390244,73.3512195122,73.6024390244,73.8512195122,74.0512195122,74.3,74.5,74.8,75.0,75.3,75.6,75.8,76.1,76.3487804878,76.6,76.8487804878,77.1,77.3,77.6487804878,77.7512195122,77.9536585366,78.3048780488,78.6048780488,78.756097561,79.056097561,79.1585365854,79.2609756098,79.1146341463,80.1634146341,80.1634146341,80.812195122,81.112195122,81.2146341463,81.4146341463,81.6634146341,82.1146341463,81.9682926829,82.2195121951,82.6707317073,82.6707317073
Faroe Islands,FRO,,,,,,,,,,,,,,74.4975609756,,,,,75.9853658537,,,,,,,,75.2658536585,75.4658536585,75.7146341463,75.9146341463,76.1146341463,76.3634146341,76.6146341463,76.9146341463,77.1658536585,77.3658536585,77.6170731707,77.8219512195,78.0268292683,78.2317073171,78.4365853659,78.6414634146,78.843902439,78.943902439,79.1414634146,79.2902439024,79.587804878,79.8365853659,80.1365853659,80.387804878,80.6390243902,80.9390243902,81.1902439024,81.4414634146,81.4853658537,81.6341463415
"Micronesia, Fed. Sts.",FSM,57.5865853659,57.9855853659,58.3835853659,58.7815853659,59.1795853659,59.5785853659,59.9815853659,60.3875853659,60.7975853659,61.2115853659,61.6335853659,62.0705853659,62.5205853659,62.9755853659,63.4265853659,63.8545853659,64.2395853659,64.5675853659,64.8335853659,65.0365853659,65.1835853659,65.2895853659,65.3735853659,65.4535853659,65.5395853659,65.6365853659,65.7455853659,65.8585853659,65.9725853659,66.0845853659,66.1975853659,66.3101219512,66.4226585366,66.5357073171,66.6482439024,66.7597560976,66.8677073171,66.9716097561,67.072902439,67.1726341463,67.2752439024,67.3842682927,67.5037317073,67.6351463415,67.7760243902,67.9243658537,68.074195122,68.2204878049,68.3592682927,68.4895365854,68.6122682927,68.731,68.8507073171,68.9733902439,69.1010731707,69.2342439024
Gabon,GAB,39.5701219512,39.9280487805,40.374,40.9249512195,41.5854146341,42.3443902439,43.1793658537,44.0523414634,44.9333170732,45.803804878,46.6552682927,47.4867560976,48.3107317073,49.1347073171,49.9586829268,50.7851463415,51.6146097561,52.4465609756,53.2795121951,54.1109512195,54.946902439,55.7953902439,56.6513902439,57.5019512195,58.3260731707,59.0942682927,59.7710243902,60.3348536585,60.7697804878,61.0703658537,61.2401463415,61.2916829268,61.2545121951,61.1566829268,61.014195122,60.8291463415,60.592097561,60.3030243902,59.976804878,59.6413170732,59.3394878049,59.1167073171,59.002804878,59.0190731707,59.1737804878,59.4680487805,59.8870731707,60.3927804878,60.949195122,61.5314634146,62.1208292683,62.705097561,63.2807317073,63.8435853659,64.3833902439,64.8903414634
United Kingdom,GBR,71.1268292683,70.8780487805,70.9268292683,70.8268292683,71.6243902439,71.6243902439,71.5731707317,72.1243902439,71.7243902439,71.7219512195,71.9731707317,72.2731707317,72.1243902439,72.3243902439,72.5243902439,72.7243902439,72.7756097561,73.2243902439,73.1756097561,73.2756097561,73.6756097561,74.0268292683,74.1780487805,74.3780487805,74.7780487805,74.6292682927,74.9292682927,75.2804878049,75.3804878049,75.5829268293,75.8804878049,76.0829268293,76.4341463415,76.3853658537,76.8853658537,76.8365853659,77.087804878,77.2109756098,77.1902439024,77.3902439024,77.7414634146,77.9926829268,78.143902439,78.4463414634,78.7463414634,79.0487804878,79.2487804878,79.4487804878,79.6,80.0512195122,80.4024390244,80.9512195122,80.9048780488,81.0048780488,81.3048780488,81.6048780488
Georgia,GEO,63.4318536585,63.8318536585,64.2343414634,64.6388292683,65.041804878,65.4367804878,65.8187560976,66.1822439024,66.5257317073,66.8492195122,67.1592195122,67.466195122,67.7771707317,68.0911219512,68.4025853659,68.6945609756,68.9435853659,69.1356585366,69.2662926829,69.3394878049,69.3762439024,69.4040243902,69.4492926829,69.5280487805,69.6412439024,69.7748536585,69.900804878,69.9926341463,70.0353414634,70.0324634146,69.9996097561,69.9608292683,69.9477317073,69.9823414634,70.0756829268,70.2327317073,70.4519512195,70.7147317073,71.0035121951,71.3072195122,71.6158292683,71.9182682927,72.2110731707,72.4902439024,72.7502926829,72.9902439024,73.2121463415,73.4210243902,73.6214390244,73.8154146341,74.0024390244,74.1820487805,74.3527073171,74.513902439,74.6686341463,74.8174146341
Ghana,GHA,45.8314634146,46.2667073171,46.6825365854,47.0784390244,47.4533658537,47.8076341463,48.1409756098,48.4552439024,48.7564146341,49.0480731707,49.3349756098,49.6219512195,49.9122926829,50.2072926829,50.5095121951,50.8139512195,51.1154634146,51.4098292683,51.6972926829,51.9817804878,52.2717804878,52.5783170732,52.9104390244,53.2736829268,53.6704878049,54.1097073171,54.6026829268,55.1373170732,55.6936341463,56.2471707317,56.7516341463,57.1572682927,57.4367804878,57.579804878,57.5948292683,57.5027073171,57.3407804878,57.1642439024,57.0239268293,56.9537073171,56.987097561,57.1476097561,57.4204390244,57.7851707317,58.2223658537,58.7010487805,59.1842195122,59.6358536585,60.0304146341,60.3554634146,60.6099756098,60.808,60.9770243902,61.1420731707,61.3116341463,61.4917317073
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,34.8863902439,35.0811219512,35.2603902439,35.4251707317,35.5809268293,35.7316097561,35.8816097561,36.0384390244,36.2115853659,36.4100731707,36.6434878049,36.9204390244,37.242,37.6092439024,38.0246829268,38.4832682927,38.9769512195,39.4996341463,40.0502682927,40.630804878,41.2587804878,41.9557073171,42.7311707317,43.583195122,44.4963658537,45.4547317073,46.4353414634,47.405195122,48.3293170732,49.178195122,49.9188536585,50.5273414634,51.004097561,51.3555365854,51.5875853659,51.6996829268,51.697804878,51.6093414634,51.4751707317,51.3356341463,51.242902439,51.246195122,51.3724146341,51.6351463415,52.0410731707,52.5866097561,53.2547560976,53.9994878049,54.7775853659,55.5561463415,56.3050487805,57.0005365854,57.6376341463,58.2164878049,58.7334390244,59.1934390244
"Gambia, The",GMB,32.0422195122,32.3256341463,32.661097561,33.062097561,33.5376341463,34.093195122,34.7322439024,35.4432682927,36.2112439024,37.0241707317,37.8705609756,38.7374146341,39.6137560976,40.4901219512,41.3569756098,42.2103658537,43.0532682927,43.8886829268,44.720097561,45.5420243902,46.3509512195,47.1468780488,47.9222926829,48.6687073171,49.3771219512,50.0310487805,50.613,51.1184634146,51.5484634146,51.9104634146,52.214,52.4739756098,52.7114390244,52.9488536585,53.2027804878,53.490804878,53.8280243902,54.2104878049,54.6337073171,55.0916097561,55.5760731707,56.0734146341,56.5675121951,57.0422439024,57.487097561,57.892097561,58.2508292683,58.5694390244,58.8530731707,59.1077804878,59.3406097561,59.5605853659,59.7781463415,59.9992682927,60.2284390244,60.4676829268
Guinea-Bissau,GNB,37.8404390244,38.1432926829,38.4672195122,38.8137073171,39.1812682927,39.5658780488,39.9600243902,40.3571707317,40.7508536585,41.1395121951,41.5216829268,41.899902439,42.2791707317,42.6624634146,43.0516829268,43.4487317073,43.8569268293,44.273195122,44.6960243902,45.1204634146,45.5386097561,45.9436341463,46.3297317073,46.6945365854,47.0396341463,47.37,47.6980243902,48.0301219512,48.3727317073,48.7229268293,49.0763170732,49.4235365854,49.7517317073,50.0540487805,50.3270243902,50.5678536585,50.7772439024,50.962097561,51.1306341463,51.2904634146,51.4454390244,51.6018536585,51.7637073171,51.9367804878,52.1260487805,52.3392926829,52.5825365854,52.8554634146,53.1547317073,53.4766341463,53.8143658537,54.1594146341,54.5035121951,54.8384146341,55.1600487805,55.4673170732
Equatorial Guinea,GNQ,36.7330487805,37.0324878049,37.3324146341,37.6318292683,37.9317317073,38.2316341463,38.5315609756,38.8320487805,39.1330487805,39.4355853659,39.7311463415,40.0137073171,40.2827317073,40.5457317073,40.8136829268,41.1170731707,41.4878780488,41.9421219512,42.4838292683,43.0995121951,43.7592195122,44.42,45.0393658537,45.5893414634,46.058902439,46.4540243902,46.7946585366,47.1167317073,47.4492195122,47.8041463415,48.1895365854,48.6059512195,49.0414390244,49.4835609756,49.9253658537,50.3548780488,50.7616341463,51.1395853659,51.488195122,51.808902439,52.1086341463,52.396804878,52.6863414634,52.9896829268,53.3157804878,53.6745853659,54.0765853659,54.5163170732,54.9863170732,55.477195122,55.971,56.4468292683,56.8902682927,57.2908292683,57.6470487805,57.9634146341
Greece,GRC,68.163902439,68.5486341463,68.8922682927,69.1857073171,69.4294390244,69.638,69.8374634146,70.0524634146,70.3025609756,70.5892926829,70.9036341463,71.2265609756,71.535,71.8148536585,72.0646341463,72.2937073171,72.5195609756,72.7616585366,73.0310731707,73.3293658537,73.6471463415,73.9694878049,74.2780243902,74.5648780488,74.8271707317,75.0765609756,75.3302195122,75.6026341463,75.9006585366,76.687804878,76.9390243902,77.1365853659,77.3829268293,77.3902439024,77.6390243902,77.5853658537,77.6853658537,78.1365853659,77.8390243902,77.987804878,77.887804878,78.387804878,78.6414634146,78.8414634146,79.0390243902,79.2390243902,79.4390243902,79.4390243902,79.9390243902,80.187804878,80.387804878,80.7317073171,80.6341463415,81.2853658537,81.4365853659,81.587804878
Grenada,GRD,59.8159268293,60.2495121951,60.670097561,61.0766829268,61.4712682927,61.8533414634,62.2229268293,62.5810243902,62.9266341463,63.2622439024,63.5878780488,63.9035121951,64.2096585366,64.5078292683,64.797,65.0791707317,65.3533658537,65.6185609756,65.8767560976,66.1269512195,66.3696585366,66.6058780488,66.8355853659,67.059804878,67.2780243902,67.4907560976,67.6984878049,67.9007317073,68.0974878049,68.2897560976,68.4750243902,68.653804878,68.8256097561,68.9913902439,69.154195122,69.3175121951,69.4863170732,69.6616341463,69.8474634146,70.0442926829,70.2516097561,70.4679268293,70.6907317073,70.9160243902,71.142804878,71.372097561,71.605902439,71.8447560976,72.0871463415,72.3300731707,72.5675121951,72.7934146341,73.0022682927,73.1935609756,73.3663170732,73.523
Greenland,GRL,,,,,,,,,,,,,,,,,,,63.4146341463,63.9548780488,63.4497560976,63.0748780488,63.1926829268,63.3,63.4665853659,63.8336585366,64.2487804878,64.6541463415,64.5824390244,64.6675609756,65.0682926829,65.0317073171,65.196097561,65.5853658537,65.9009756098,65.6441463415,65.7673170732,65.7980487805,66.1570731707,66.4034146341,66.9634146341,67.607804878,68.1626829268,68.4353658537,68.8068292683,69.2207317073,69.5192682927,69.9826829268,70.2134146341,70.467804878,70.8570731707,71.0624390244,71.2990243902,71.8304878049,,
Guatemala,GTM,45.5316341463,46.1039512195,46.6882926829,47.2826829268,47.8866341463,48.5086097561,49.161097561,49.8490487805,50.5689512195,51.3103170732,52.0531463415,52.7740243902,53.4524878049,54.0740243902,54.6341463415,55.1327560976,55.5788292683,55.9917560976,56.3915121951,56.7905853659,57.2014878049,57.6327560976,58.0859512195,58.5586341463,59.0538292683,59.5680731707,60.0973170732,60.633097561,61.1698780488,61.7046585366,62.2384146341,62.7731219512,63.3117560976,63.8563902439,64.4065853659,64.9629756098,65.5272195122,66.095902439,66.6615609756,67.215195122,67.7427073171,68.2274878049,68.6613658537,69.041195122,69.366902439,69.6459756098,69.887902439,70.1107804878,70.3281463415,70.5475365854,70.7754634146,71.0104146341,71.2493902439,71.4863902439,71.7224146341,71.9564878049
Guam,GUM,61.2263414634,61.7252926829,62.219195122,62.707,63.1862439024,63.6574146341,64.1190243902,64.5715853659,65.0141463415,65.4467073171,65.8673170732,66.2754878049,66.6707317073,67.0530487805,67.4224390244,67.778902439,68.1224146341,68.4544390244,68.7754878049,69.0875121951,69.3905365854,69.6865365854,69.9755365854,70.2585365854,70.5355365854,70.8065365854,71.0680487805,71.3200731707,71.5645853659,71.804097561,72.044097561,72.2876097561,72.5400731707,72.8045365854,73.0839512195,73.3813170732,73.6991707317,74.034,74.3822926829,74.7384878049,75.0980243902,75.4527560976,75.7986585366,76.1312682927,76.4476829268,76.7475365854,77.0325609756,77.3074146341,77.5757317073,77.8395609756,78.1008780488,78.3595853659,78.6175121951,78.8725121951,79.1260243902,79.379
Guyana,GUY,60.2787317073,60.462097561,60.647,60.830902439,61.0122926829,61.1871707317,61.3475121951,61.4912926829,61.6159756098,61.7225121951,61.8133414634,61.892902439,61.9676829268,62.0421707317,62.1203902439,62.2034146341,62.2902926829,62.3796097561,62.4684390244,62.5572926829,62.6436097561,62.7273414634,62.807902439,62.8858292683,62.963195122,63.0411463415,63.1228536585,63.2104878049,63.3051463415,63.4093658537,63.5231707317,63.6485121951,63.7832439024,63.9252439024,64.0733902439,64.2256585366,64.3794634146,64.532804878,64.6846341463,64.8319268293,64.9731463415,65.1077560976,65.2352926829,65.3577560976,65.4736585366,65.5825121951,65.6848780488,65.7797560976,65.8701463415,65.957,66.0427073171,66.1291463415,66.2172682927,66.3100243902,66.4064146341,66.5075121951
High income,HIC,68.499411988,68.8854033939,68.8659682319,69.0815650946,69.4880911581,69.6020569072,69.8715520195,70.1022001884,70.0466366142,70.2513859404,70.57665137,70.8554785604,71.1487369376,71.317706417,71.7280069085,72.0731053888,72.3295232146,72.6788763737,72.8343428338,73.1579203621,73.1829685015,73.5393119036,73.8645297272,73.9673059697,74.2518784245,74.3736176421,74.6208041243,74.8962860137,75.0099139075,75.2582386009,75.4148669055,75.5931543686,75.8510146257,75.9338178753,76.2194087946,76.2859142372,76.6614364276,76.9955536845,77.1813459642,77.3373449494,77.6173781099,77.9155965566,78.0597409427,78.1865263119,78.6103631007,78.7108186988,79.0183114322,79.2540281592,79.4056225594,79.6856995201,79.8705280513,80.1129900419,80.2307392488,80.4159508932,80.651832914,80.7796473456
"Hong Kong SAR, China",HKG,66.9997073171,67.5793658537,68.130097561,68.6434390244,69.1183658537,69.5553902439,69.9614878049,70.3466097561,70.7202439024,71.0878536585,71.4524390244,71.4585365854,71.456097561,72.1097560976,72.612195122,73.3682926829,72.8195121951,73.3195121951,73.5756097561,73.6731707317,74.6731707317,75.3243902439,75.4292682927,75.2756097561,76.0292682927,76.4341463415,76.6853658537,76.8829268293,77.0829268293,77.0292682927,77.3804878049,77.8829268293,77.6780487805,78.0317073171,78.5292682927,78.6829268293,79.6268292683,80.1268292683,80.1317073171,80.3829268293,80.8780487805,81.4243902439,81.4780487805,81.3292682927,81.7804878049,81.5804878049,82.3756097561,82.3268292683,82.3756097561,82.7756097561,82.9780487805,83.4219512195,83.4804878049,83.8317073171,83.9804878049,84.2780487805
Honduras,HND,46.2883170732,46.9638780488,47.6329512195,48.289,48.9279756098,49.5473658537,50.1476585366,50.7373902439,51.3246341463,51.9148780488,52.5151463415,53.1329512195,53.7708292683,54.4307560976,55.1152439024,55.8232926829,56.554902439,57.3030487805,58.0637317073,58.8329268293,59.6121219512,60.4058536585,61.2120731707,62.024804878,62.8315365854,63.6137560976,64.3509512195,65.0301463415,65.6452926829,66.1944390244,66.6890487805,67.1436341463,67.579195122,68.0087560976,68.436804878,68.8583902439,69.2615121951,69.6307073171,69.9589756098,70.245804878,70.494195122,70.7121219512,70.9110487805,71.1029512195,71.2928292683,71.4821707317,71.6724634146,71.8587317073,72.0399756098,72.2172195122,72.3939756098,72.5727317073,72.7550243902,72.9428536585,73.1357073171,73.3331219512
Heavily indebted poor countries (HIPC),HPC,39.5613839333,39.991973878,40.4153632623,40.8304591327,41.2375520503,41.6389025259,42.0377372254,42.4376948467,42.8407479099,43.2474778261,43.6578007358,44.0714604774,44.4849310216,44.8941583838,45.2953958487,45.683898087,46.0548672282,46.4074003213,46.7433270067,47.0644548228,47.3754718308,47.6819488041,47.986166414,48.286669799,48.5788550606,48.8492409078,49.080999981,49.2632499479,49.3950661842,49.4896620074,49.5724272616,49.6731266337,49.8127459725,49.9945093514,50.207965442,50.4445057595,50.7031149323,50.9872629464,51.3030731848,51.6583908733,52.065563376,52.5385732691,53.082420759,53.6944226799,54.3645941019,55.0783043251,55.8183655163,56.5623938671,57.2898720131,57.9849939447,58.6349783881,59.2335497487,59.7867604584,60.3005125008,60.7758589162,61.215176656
Croatia,HRV,64.6086585366,65.0155121951,65.4082439024,65.7878780488,66.1544390244,66.5120487805,66.8627804878,67.2087317073,67.5489268293,67.8813658537,68.2004878049,68.5016341463,68.7787317073,69.0292439024,69.2527073171,70.0019512195,70.4553658537,70.7443902439,70.5387804878,70.4273170732,70.1753658537,70.3443902439,70.4826829268,70.2748780488,70.2185365854,70.886097561,71.4190243902,71.4702439024,71.4882926829,71.8446341463,72.1704878049,72.1853658537,71.2414634146,71.5224390244,71.8034146341,72.0843902439,72.3653658537,72.4951219512,72.3170731707,72.6419512195,72.807804878,74.5129268293,74.7173170732,74.613902439,75.5202439024,75.2446341463,75.8368292683,75.7056097561,75.912195122,76.1682926829,76.4756097561,76.7756097561,76.9243902439,77.1268292683,77.4780487805,77.2756097561
Haiti,HTI,42.100097561,42.6839512195,43.263804878,43.836195122,44.3985853659,44.9420487805,45.4586097561,45.9422926829,46.3910731707,46.8083902439,47.1996585366,47.5767073171,47.9484878049,48.3234634146,48.7041707317,49.0872682927,49.4649512195,49.8278780488,50.1736585366,50.5042926829,50.8282439024,51.1568536585,51.5004634146,51.863902439,52.2476097561,52.6475365854,53.0536829268,53.4546341463,53.8429512195,54.2136829268,54.5693170732,54.9144146341,55.2559512195,55.5984634146,55.9405121951,56.2756585366,56.5949512195,56.892902439,57.1690243902,57.4262682927,57.6760487805,57.9297804878,58.1993658537,58.4952439024,58.8209268293,59.1784634146,59.5674146341,59.9773902439,60.3979756098,60.8222195122,61.2401219512,61.645195122,62.0333902439,62.4011463415,62.7474390244,63.0737560976
